file_path,page_count,total_chars,total_words,text_sample,technical_score,structure_score,content_score,overall_score,issues,is_text_based,sample_id,faculty,file_size,error
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\990010279790204146\12394524580004146\001027979.pdf,155,246010,42183,";
'חעילרביגוא
לת-בובא
,
-
`
'
""העדוק'אםה
ייעדמל
חחה
יגרחה
תורפסל
תירבע
=
תודוסי
םיינכמ
יכוװ
הפירוטירה
תרוצמ
נג-יונ
:דומע3.-}!""
,םש
י""ע
לחו
ף ןמוב`ו'ג-,»־
תרגסמב
גוחה
תורפסל
תירבע
נ

רפוסה-נץבנם7'
(א
:ופי-.וו
םייטסרד
תומו-ווח
.הלכלכב
(:
םירפוחה
וטק
.םח
(ג/
תדוקנ
היבכמה
ובוװ
הריבכה
לכ
םירמוחה
.םייוטיבה
;
תודוסיה
םוילווםקחפה
ותו-;.וכו
:וניעל
ונװ
.וקיװטוװ
)(
}==
:
תװ
:םה
תו-רפסמ
ףוגב
תואו
)
(
םירקפהי
ןיב
רפסמה
אווקהו
ווסובב
ובוחבװגהװגוסנגוקה
ילנווצוםצהו
(ג)
ומיפה
.יחי
תופצה
הדבצהו
.חיביפקפסווביוה
:`",75,55,70,66.66666666666667,['Page numbers in content'],TRUE,990010279790204146,"החוג לספרות עברית,",3263126,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part3\9933199672204146\12395723880004146\9933199672204146.pdf,52,52,0,"



















































",75,70,100,81.66666666666667,[],FALSE,9933199672204146,"החוג למדיניות ציבורית,",1121727,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933276800004146\12396046410004146\9933276800004146.pdf,236,408116,64870," 
 
אוניברסיטת תל-
 אביב 
הפקולטה למדעים מדויקים 
 ע""ש ריימונד ובברלי סאקלר 
 
 
 
 
 :הנושא 
 
 נוחות תרמית במרחב הציבורי במתחם עסקים בהתחדשות אינטנסיבית 
 –
 
 הווה ועתיד –
 בהדגמת מתחם הבורסה ברמת-
 גן 
 
 
 
 
 
 
 
 חיבור זה הוגש כחלק מהדרישות לקבלת התואר 
 
( """"מוסמך אוניברסיטהM.A) באוניברסיטת תל-אביב 
 
בבית הספר לסביבה ומדעי כדור הארץ ע""ש פורטר 
בחוג ללימודי הסביבה 
 
 
 
 
על ידי 
 ענבל גדיש 
 
 
 
 
 :העבודה הוכנה בהנחיית 
 פרופ' הדס סערוני– 
 החוג לגיאוגרפיה וסביבת האדם, ביה""ס לסביבה ",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933276800004146,לא ידוע,21845811,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part16\990030691770204146\12397133800004146\3069177.pdf,135,134232,24462,"qu- Ci ? 
-;;;e--
/ןv 
v 
A כ2 -
J 
~ '- 3 
l 
""'{ ו
i ' - } { ' ;l Lt -
 ._:;ז
 , ..,
 ,•
 .
-.!"" 
~
-
'° 
,.../' 
.~ 
הדרכת
מטופלים
על
ידי
אחירת
מרםמכרת
במחלקות
פנימיות
של
בית
חרלים
כללי
עבודת
גמר
לקראת
תואר
מוסמך
במעדי
תחנוך
מרגשת
ע""י:
פילבסקי
דליה
בהדרכת:
פרופ.
א.
לוי
פרופ.
ר.
ברגמן
החוג
לסיעוד
ניה""ס
לחברן
אוקטובר1977 
תל-אניב
-- ---- -

ירושה
לי
להרזות
לאלר
שסייעו
בידי
בהכנת
העבודה.
לפורפי
לרי
מהחרג
לחינון
'
רפרופי
ברגמן
מהחרג
לסיעוד,
על
ההנחיה
הענינית
רהמערדדת,
שזניתי
לה
לארון
כל
הדרן,
מהש",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990030691770204146,לא ידוע,9154458,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025568730204146\12396319660004146\2556873.pdf,179,179,0,"


















































































































































































",75,70,100,81.66666666666667,[],FALSE,990025568730204146,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",3261021,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\9932931695504146\12394519320004146\9932931695504146.pdf,110,199320,31246,"נדודים בארמון
השלכות שילובה של יצירה אאוטסיידרית
 
 של ונציה55ואופני התקבלותה בביאנלה ה
אוניברסיטת תל אביב 
הפקולטה לאמנויות ע""ש יולנדה ודוד כץ
התכנית הבינתחומית באמנויות לתואר שני
חיבור זה הוגש לשם קבלת תואר מוסמך אוניברסיטה
על ידי דוד פרנקל
בהנחיית ד""ר אייל דותן
2017 פברואר

2
תוכן העניינים
3  .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   . רשימת התמונות
הקדמה
 
4  .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   הצג",100,80,50,76.66666666666667,['Page numbers in content'],TRUE,9932931695504146,הפקולטה לאומנויות על שם יולנדה ודוד כץ.,5682029,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part8\990023452350204146\12395274490004146\002345235.pdf,109,171958,28775,"תט'סרג'װא
לת
ב'גאי
הטלוקפה
יעדמל
חורה
""ע
ש
רטסל
ילאסו
ןיטבא
גוחה
ידומילל
תוברתה
תירבעה
»
המגמה
היפוסוליפל
תידוהי
עבמה""
""לאוגה-ןושל
תונמאו
ותוגהב
לש
ץנארפ
גייוצנזור
רוביח
הז
שגוה
תדובעב
רמג
תארקל
ראותה
ךמסומ""
""הטיסרבינוא
תטיסרבינואב
לת-ביבא
לע
ידי
ירטימד
יקסבורטסוא
הדובעה
הנכוה
תכרדהב
פורפ
'
עדיוהי
רימע
'פורפו
ןור
ןילוגרמ
שדוח
גא
אע""שת
טסיגוא2011

שדקומ
תאופרל
.יבא
רדנסכלא
יקסבורטסוא
'הש
הכזי
ותוא
םייחל
םיכורא

ןכות
םיניינעה
ןגמ
1.עקך
ולעפמל
יתוגהה
לש
ץנארפ
גייווצנזור
1.1.בשחמ
שדח
לע
עקר
ןשיה
.
א",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990023452350204146,"החוג ללימודי התרבות העברית,",1822671,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part13\990025167910204146\12395937090004146\2516791.pdf,105,188082,24484,"n)mm:J mJ1il 1111:1>'11 
lin o)m l10£ln£l 
J'JH-'Jn nU'O'J'llH 
'Jlil'li11 il'Jnil 'lT1n'J il""!JOil 
l1:Jnl1p ):J~ l""1
DT""'"" W""U _~_ 
4 
131313131131126 
6 ~ 

nmn 
.t:I~7 nW1j?17:l1T ;]l1:lll - """"'1;]7 mn1'1:l ,mn 

·ilT1Jl'il 1'::IP11 
ilt>'::1l17 OmlilJ o""n n11N o""mr.l1 ,O'lNONIV"" 00::1)) 11N O'1'T)Y.l ;f1NJ O'IVlN 'IV ,IT) 1!lt>Y.l 
ilT7'O 1J))0 ,t:1ptl ,11'11IV '0' ,N'O n1'J 0»1I!J 0')11:>0 O't:1ptl 11::1'1l' ,,,::1 ill Onn n11N .11 
.T1))1 O""','tl ,o""m:m 0'I!Jl!l0 ,O""D'tl ,~W"" m,,'O 111::)",100,80,75,85,['Page numbers in content'],TRUE,990025167910204146,"החוג לסוציולוגיה ולאנתרופולוגיה,",3532362,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part5\990030908590204146\12397216230004146\3090859.pdf,226,430230,66333," 
הפקולטה לרפואה ע""ש סאקלר 
המדרש
ה לתארים מתקדמים 
הועדה היחידתית לתלמידי מחקר בפקולטה לרפואה 
 
החוג   אפידמיולוגיה  ורפואה מונעת 
 
חיבור ל שם קבלת
התואר "" דוקטור לפילוסופיה"" מטעם אוניברסיטת תל-אביב 
 
 
גורמי סיכון לשבריריות לו
שינוי 
 בתפקודים 
 קוגניטיביים בקרב חולים
ב.מחלת לב כלילית 
 
 
מוגש על-יד
י  מרים לוצקי 
 
 
הוגש לסנאט של אוניברסיטת תל-אביב 
דצמבר 
2015
 
 

 
עבודה זו נעשתה בהדרכת 
פרופסור אורי גולדבורט 
פרופסור דוד טנה 

תודות 
      הכנה, ביצוע וכתיבת הדוקטורט הינו מסלול מתמשך",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990030908590204146,ha-hug leepidemyologya urfua monaat,8399426,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part6\9933408219504146\12401844280004146\9933408219504146.pdf,111,772,101,"








































































































107-106 -
 חסרים בגרסה
 המודפסת
שנסרקה
עמודים



Tbe Tel-Aviv University 
The Faculty of Rwnanities 
Department of Archa.eology and Ancient Near Eastern Cnlן;ures 
January, 1973. 
THE JEII.USAiilli LEJ""l'ERS 
fronc the el- ĭAשiirna archi·<re 
Linguistic 
aspects 
ThĮs paper is presented a.s a thesis toward.s the degree 
.lt.A. 
in Hשםanities 
Tcl-J!.viY סna.V<?rsity 
0' 
Sbemuel .Ni;ןza)'> 
T",75,70,90,78.33333333333333,[],FALSE,9933408219504146,"החוג לארכיאולוגיה ולתרבויות המזרח הקדום,",2068820,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932995594804146\12395111480004146\9932995594804146.pdf,37,48878,6864,"0
 
 
 
 
אוניברסיטת תל-אביב 
הפקולטה לרפואה ע""ש סאקלר 
 
מהם ה גורמים הקשורים להיענות לטיפול תרופתי בקרב הורים לילדים
המאובחנים בהפרעות קשב והיפראקטיביות? מחקר חתך 
 
 
מוגש על ידי:
 
דנה לזר בר-דוד 
 
 
העבודה בוצעה בהנחייתה של
: פרופ' טלי שגיא, מנהלת מחלקת נוירו.לוגיה של הילד, ביה""ח וולפסון 
:וכן בהדרכתה של עידית גולדשטיי
ן, החוג להיבטי,ם קוגנטיביים של השפה, הפקולטה למדעי הרוח 
.אוניברסיטת תל אביב 
 
 
 
 
 :תאריך
מרץ ,
2018
 
 
 

1      
  
העבודה בוצעה בהנחייתה של
: פרופ' טלי שגיא, מנהלת מ",75,65,75,71.66666666666667,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content']",TRUE,9932995594804146,"Faculty of Medicine,",619521,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933648919404146\12443354570004146\9933648919404146.pdf,17,26055,4172,"'/3 -l·~ 
ו--? 
:הנושא
טיפול
על
ייי
םכנדזול
במקרי
ציסטה
הידטידית
TREATMENT WITH r-ffiBENOAZOLE 
in cases of Hydatid Cysts 
עבודת
הגמר
של
הבוגרת
קרםוק
נn 
.מה
כמלוי
חלקי
של
הדרישות
לשם
קבלת
תואר
דוקטור
לרפואה
מטעם
הפקולטה
לרפואת
~יש
םאקלר,
ביהייo לרפואה
ע""ש
םאקלר,
ארבירםיטת
אביב.-תל
בהדרכתו
של
המורה
דרי
שמעור
שונפלד
מחלקה
פנימית
א'
י
ביהייn תמרכזי-לעמק
עפולה.
תאריו1.2.83 


1 
סיפרל
ידי-לע
בסנדזרל
בםp 
•ר
צי•הס
ה•דסידיח-
. 
TREATMENT WITH MEBENDAZOLE 1N CASES OP HYDATID CYSTS 
1 
""----עברדח
גפר
ל",75,80,70,75,"['Page numbers in content', 'Repeated headers/footers']",TRUE,9933648919404146,"הפקולטה לרפואה ע""ש סאקלר",572665,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part11\990025575480204146\12396400940004146\2557548.pdf,99,163448,19587,":J.':J.N-""m nO'O':J.'lIN  
rrnlA ,'1!nA \!I""l1 in:J.nil 'lIiD'1 il0'1'j19il  
i1l'iDil 'lIiD'1 Alnil  
'D1N'111nO:l .. .1 n,. ,lllln ,09WD 
illll!17l il""lO:l 'n,-'""TIil'il OW'7lfll '?1OI!1'-'l'O'n\!1'}9il OIl/'7lil '9'7:1 ilj7'09 
'Ntnil nN'j1'1 'DA nil:J.ll) \!lAm i1T "":J.'n  
.N:.D - ""ilO'O':J.'llN: lDOID""  
:J.1:J.N-'1n nO'O':J.'llN::J.  
'i' '111  
,n:J.r""'j1110l  
:n)'iil:J. illJlil ilil:J.llil  
''1'n:J. .A '9ns  
2003 ':J.D090 

3-4 'l.1li 
5-18 '1.111 
19-22 '1.111 
23-25 'l.1li 
26-28 '",75,80,75,76.66666666666667,['Page numbers in content'],TRUE,990025575480204146,"החוג למדע המדינה,",3563957,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9933006573904146\12395173260004146\9933006573904146.pdf,89,89,0,"
























































































",75,70,100,81.66666666666667,[],FALSE,9933006573904146,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",2308478,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\990015202050204146\12462128920004146\001520205.pdf,249,230155,39500,"אוניברסיטת אביב-הל
הפקולטה למדעי הרוח
החוג ללימודים קלאסיים
שער שכם בירושלים
בתקופה הרומית 
:והביזנטית 
מחקר ארכיאולוגי 
.השוואתי
חיבור וה הוגש בעבודה גמר לקראת התואר מוסמך 
באוניברסיטת אביב-תל על ידי סילבי 
.תימור 
עבודה זו נעשתה בהדרכת פרופ׳ ישראל 
.רול
אפריל 
1999ניסן השנ
״ט

לאייל דלעמנואל

תוכן ענייגים
מבוא...........................................................................................................................................
3
פרק 
:ראשון מקורות...........................",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990015202050204146,"החוג ללימודים קלאסיים,",24306832,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933591103504146\12429869560004146\דן שאיוב 9933591103504146.pdf,90,136714,20227,"1 
 
 
 
 אוניברסיטת תל-
 אביב 
 הפקולטה למדעים מדויקים 
 ע""ש ריימונד ובברלי סאקלר 
 
 :הנושא 
ביצועים כלכליים וסביבתיים של מעטפות מבני 
 מגורים
בישראל 
 
חיבור זה הוגש כחלק מהדרישות לקבלת התואר 
 
( """"מוסמך אוניברסיטהM.A/M.Sc
 ) באוניברסיטת תל -
 אביב 
 
 בבית הספר לסביבה ומדעי כדור הארץ ע""ש פורטר 
 בחוג ללימודי הסביבה 
 
 
 על ידי 
דן שאיוב 
 
 
:העבודה הוכנה בהנחיית 
דר' ורד בלאס ופרופ' דוד פרלמוטר 
 
 
 
 
 
 
 
 
 
 : תאריך 
 אוקטובר2021
 
 

2 
 
 
 
Tel Aviv University 
 
Faculty of Exact",75,30,50,51.666666666666664,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933591103504146,"החוג ללימודי הסביבה,",2951176,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\990022624300204146\12394323810004146\002262430-אלמוות ביהדות.pdf,95,556,70,"


















15 - עמוד
 חסר בגרסה
 המודפסת
שנסרקה









































































Tel A viv University 
Lester and Sally Entin Facnlty of Humanities 
School of Philosophy -lnterdisciplinary program in Religious Studies 
Immortality in Judaism: 
The City of Luz as a Study Case 
A thesis submitted :oward the degree of 
Master ofThe lnterdisciplin yעprogram in Religious Studies 
By 
Dana Neomi Ben Shlomi 
This research was carזied out under the super\'",75,70,100,81.66666666666667,[],FALSE,990022624300204146,"התוכנית למדעי הדתות,",1767478,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933303677304146\12396183600004146\9933303677304146.pdf,71,71,0,"






































































",75,70,100,81.66666666666667,[],FALSE,9933303677304146,החוג לגיאוגרפיה,2080587,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025216720204146\12395996920004146\2521672.pdf,71,94454,16421,""" 
Z ~ךנ'·ברס
 !;ברri .i ל-(~ב
·ב 'D 
610.73069 
חדי
1909602 
?הפקך
'
טה
לרפ·r 
~ 
2' ה
 ';;נגrr ם""סאקלך
הך
ורג
רסרעוד
C.1 ובוכברת
מךסמך-בסרמה
'ך'חV ה!זמךדדות
י1 
: 
r 
-חיקן
בה
 , ....
הצו'רח-'·,ךז
ןU 
-
'""·דר
 _,'_ 
11, /,L ג1 
, 
, 
~-- _.נ
.!...J..-.::_, • _,_-!..!K.:::!......U.Ii 
~ 
1. 
_ 
'
_,, 
נU ל
' הנ
ןחלךi ה
לרפואה
דוןן""פה
. 
""""----
Jj בןדת
גמך-:לחוא
סוסנזר
בסרנביד
מוגש
ב;ל
דר '
סרא
ם
תדדד
מנתה
רפ'-:פו
"";ררפ
ך. .כ
טל
I 
I / 
\' 
J' 

.תI ?זנ
 ?ום);ו?);!
 ?ו'6-?fJ P 
! 
!ןו
:נ:נJ ח':נ",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990025216720204146,לא ידוע,26960044,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part11\990025584630204146\12396507640004146\2558463.pdf,26,36013,5757,"1
 
 
אוניברסיטת תל-אביב 
  
הפקולטה למדעי החברה ע""ש גרשון גורדון 
  
החוג ללימודי עבודה 
 
 
 
חוסר מעש בקרב הצעירים הערבים בישראל 
 
 
 
חיבור זה הוגש כעבודת גמר לקראת התואר 
 """"מוסמך אוניברסיטה-
  
.מ.א 
באוניברסיטת תל-אביב 
 
 
 
ע""י 
הילי שם טוב 
 
 
:העבודה הוכנה בהדרכת 
פרופ' משה סמיונוב 
ד""ר סאמי מיעארי 
 
 
 
 דצמבר6102
 

2
 
 
 
 
 
 
עבודה זו נכתבה בעזרתם
, הדרכתם ובתמיכתם של  
 פרופסור משה סמיונוב ודוקטור סאמי
מיעארי – בזאת אני מוקירה את תודתי והערכתי הרבה על ההנחייה וההכוונה המקצוע",100,80,70,83.33333333333333,"['Multiple empty lines', 'Page numbers in content']",TRUE,990025584630204146,"החוג ללימודי עבודה,",695064,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025571610204146\12396363220004146\2557161.pdf,136,136,0,"







































































































































",75,70,100,81.66666666666667,[],FALSE,990025571610204146,"בית הספר לחינוך,",2923521,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part9\990032728140204146\12397334480004146\3272814.pdf,92,90662,15139,"אוניברסיטת תל-אביב 
בית הספר לחינוך 
ע""ש חיים וג'ואן קונסטנטינר 
 
עבוד
ת גמר לקראת ה
תואר 
 ""מוסמך
להוראת מתמטיקה) ""
A
.
M
( 
במסגרת לימודי תואר שני בחינוך מתמטי 
 
 
 שם
העבודה: 
שליטת תלמידים במושג האפס ופעולותיו 
..........................................................
............
 
 
על ידי 
נעמה גליקסמן 
 
 
 
 כתיבת
העבודה 
 בוצעה
בהנחיית ה של
פרופ' דינה תירוש 
אוקטובר  
2017
 
 
 
 

1
 
 
 
תודות 
 
 תהליך כתיבת תזה זו היה ארוך ומלא עליות ומורדות. התהליכים שעברו עלי בדרך, המשברים
והה",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990032728140204146,"בית הספר לחינוך,",1931763,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022709840204146\12395011440004146\002270984.pdf,119,119,0,"






















































































































",75,70,100,81.66666666666667,[],FALSE,990022709840204146,"בית הספר לחינוך,",46663491,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933338342404146\12396287210004146\9933338342404146.pdf,172,172,0,"











































































































































































",75,70,100,81.66666666666667,[],FALSE,9933338342404146,המחלקה להנדסת תעשייה,5150308,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022722670204146\12395165390004146\002272267.pdf,76,76,0,"











































































",75,70,100,81.66666666666667,[],FALSE,990022722670204146,"בית הספר לחינוך,",2977340,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933636718404146\12437474450004146\9933636718404146.pdf,181,181,0,"




















































































































































































",75,70,100,81.66666666666667,[],FALSE,9933636718404146,"בית הספר להנדסה מכנית,",2588829,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part16\990028996540204146\12397012980004146\2899654.pdf,111,124855,20837,"~
~
~i כ
א ך
ניברטיטת
תל
אביב
הפקרלטה
לרפיאה
ע""ש
טאקלר
ביה
 'li ט
למקציער
,ת
הבריארת
החרג
לטיערד
בקרת
אירועים
חריג
י ם
בעש
ייה
הטיעודית
~ 
פרוייקט
יישומי
לקראת
תואר
מוטמך
בטיערד
מוגש
ע""י
גב
ן
אורלי
רותם
בהנחיית
גבן
אהובה
ירטט
פברראר1993 
, 1 ': 
.. 
;ז. 

.ל.כרר
של
אב>
ששרח
רעשה
לקצרר
לא
זכה
במלארח18 שביס
לפטירתן
,תרדרת
זר
תודות
לאהובה
על
העזרה,
ההנחייה
וההדרכה,
ןבמיוחד
על
האופקים
החדשים
שפתחה
לי.
לצביקה
שהגה
את
הנןשא.
לעמליה
שדחפה
לא
לררתר.
ךלבנותי
היקררת,
זהר
ראביטל,
על
העידרד
הדרך.
והתמיכה
בכ",75,65,70,70,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990028996540204146,לא ידוע,30822625,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025284720204146\12396027870004146\2394823.pdf,317,729828,121740,"1 
 
אוניברסיטת תל אביב
 
הפקולטה למשפטים ע״ש בוכמן
 
 
 
 
שימוש של קבוצות שלטוניות באמצעים קיצוניים וחריגים
 
ב
מאבק נגד הטרור
 – 
מקרה
 
המבחן של הריגה ללא משפט
 
 
חיבור לשם קבלת דוקטור בפילוסופיה
 
מאוניברסיטת תל אביב
 
 
על ידי
 
יאיר תירוש
 
 
 העבודה הוכנה
בהנחיית
 
פרופ׳ גד ברזילי
 
 
 יוני2012
 

2 
 
 
מחקר ז
מו ה
קדש
 
לזכרו של פרופ׳ ליאון שלף ז״ל שהעלה לראשונה את הרעיונות עליה
ם 
מבוסס ה
מחקר
 
ותרם רבות לכתיבת
ו 
ולניסוח
ו
. פרופ׳ שלף 
ז״ל 
מהווה שותף מלא לדברים 
הרשומים ב
מחקר
 
א",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025284720204146,"הפקולטה למשפטים ע""ש בוכמן,",2211113,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\990011391740204146\12394524180004146\001139174.pdf,162,1740,241,"


















































(f.ir) ,,Cl1.ffi(. lliU,{ OGLĥ{ ttr1.i. u lfC!, L""l.:.
CGLtrlU UQGLLOQLU CUMC,t• trLC UCL{U QL1.ru 1.ffiLMĦ· U1.l CLLCrLU trGffi"" 
UGU'ilU mUIJ'UJffil C[t'L l!1.l...!LL1.l:::J l!1. t t:ll1.CI_ c.mb r.:1. ,u Lmc.c.· LLC 
U1.ULL1.0 'CUMC.C LCOLL1.U CLC,U"" 
mc.ua• CC,G1. U1.ULL1.0 muucRMU tt'{1.LLU lCGLlllU ffiGCLL MU CU1.C,LU 
1.21rL,: 1. a• 1.2 1. t me 1. a i:cv 1. uo .. mt c.!r,11. t::J t mC!il 1. a"" ħ L c,uue51_r; L IJ 1.2, tvo L UL!LO 
UIJ1.ML",75,70,75,73.33333333333333,[],FALSE,990011391740204146,"החוג לספרות עברית,",2346502,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933488719804146\12411324810004146\9933488719804146.pdf,203,353858,57735," אוניברסיטת תל אביב 
 הפקולטה למדעי החברה 
 ע""ש גרשון גורדון 
       בית הספר לעבודה סוציאלית ע""ש בוב שאפל
 כיצד אנחנו משפיעים על רגשות הקבוצה? הדבקה של רגשות שליליים בקבוצה כתלות
ב
דפוס
ההתקשרות של 
  החברים בה       
תמר כהן-
        בורוכוביץ
   העבודה מוגשת לסנאט של אוניברסיטת תל אביב כחלק ממילוי הדרישות לקבלת תואר שלישי
אוקטובר 
2021     

 
 
 
 אוניברסיטת תל אביב 
 הפקולטה למדעי החברה ע""ש גרשון גורדון 
 בית הספר לעבודה סוציאלית ע""ש בוב שאפל 
 
 
 
 
 
 כיצד אנחנו משפיעים על רגשות הקבוצה? ",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933488719804146,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",2249529,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933304077104146\12396180390004146\9933304077104146.pdf,109,89611,16393,"ה,םידרp , פי
וילכבn1. תוליעפו
הנבם
Erina~Jc-qs eruopaeus, Hemiechirius 
auri.tus, ' Paraec.hinus a.ethiopicus • 
1 ;י
1 
i ~ז
 ' •
 > •
 \1 
, 
t 
חיברו
לשםp וlבn 
n וcרו
""
רר ,p סרו
לD 
""ילרםרסיה
 '
םאn 
,, 
י:זרהב
יעp בי--~
-· 
\ 
' 
..• 
אר
גרםס
 ,1974 

'ו
מבנה
ופעילות
בכלירת
הקיפודים
Erinaecus eruopaeus, Hemiechinus 
• 
auritus, Paraechinus aethiopicus 
חיברו
לשםp בלn n ראר
""דרp סרר
לםילרסרםיה""
םאח
ורבה
יעp בי
הרגש
לסיגם
ארניברסיםח
אביב-חל
ארגרסופ,1974 

עברדה
זר
נעשn ה
בהדרכn 
D 
'ררט
עמיר",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",FALSE,9933304077104146,המחלקה לזואולוגיה,44632052,
